name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
RESECO REPRESENTAÇÕES SERVIÇOS E COMERCIO LTDA,14.403.885/0001-84,41705-610,BA,Salvador,"RUA PROFESSOR PINTO DE AGUIAR, 37",Revenda,B,70
RETECH SERVIÇOS ESPECIAIS DE ENGENHARIA LTDA,04.045.850/0001-67,34007-666,MG,Nova Lima,,Projetos e Engenharia,C,61
RETIFICA DE MOTORES ITAJAIENSE LTDA,83.204.842/0001-92,88308-000,SC,Itajaí,"AV. ADOLFO KONDER, 1703",Outro,C,57
RETIFICA TONUCCI LTDA,17.189.366/0001-53,32372-045,MG,Contagem,,O&M,C,61
RHI MAGNESITA,,,BA,Brumado,,Mineração,,70
RHODIA ACETOW BRASIL INDÚSTRIA E COMÉRCIO LTDA,07.794.384/0001-00,09290-520,SP,Santo André,"AVENIDA DOS ESTADOS, 6144",Química,A,42
RHODIA - INDUPA,,,SP,Rio Grande da Serra,,Química,A+,42
RHODIA - Itatiba,15.179.682/0029-10,13255-830,SP,Itatiba,"AVENIDA CAETANO DE ABREU, 55",Química,A,67
RHODIA - Santo André l,15.179.682/0022-43,09290-520,SP,Santo André,"AVENIDA DOS ESTADOS, 6144",Química,A,42
RHODIA - Santo André ll,15.179.682/0030-53,09280-570,SP,Santo André,"AVENIDA ANTONIO CARDOSO, 319",Química,A,42
RHODIA - Paulínia,15.179.682/0025-96,13148-000,SP,Paulínia,"AVENIDA DOUTOR ROBERTO MOREIRA, 5005/PARTE",Química,A+,104
RICMAR ASSESSORIA EMPRESARIAL LTDA,08.746.655/0001-15,21250-240,RJ,Rio de Janeiro,"RUA GENERAL CARVALHO, 808",Revenda,C,48
RIG SUPRIMENTOS OFFSHORE EIRELI ME,21.108.868/0001-80,27946-382,RJ,Macaé,"RUA ALCIDES MOURAO, 736",Revenda,C,40
RILDO ALVES DE AREDA FERRAGENS ME,19.310.100/0001-42,50940-540,PE,Recife,"RUA QUERENCIA DO NORTE, 135",Revenda,C,46
RIO AMAZONAS ENERGIA S/A,07.386.098/0002-97,69099-899,AM,Manaus,"ROD BR 174, GLEBA 1, LOTE 72, KM 10, S/N",Energia (Outros),,56
RIO CLARO AGROINDUSTRIAL S/A,08.598.391/0001-08,75813-000,GO,Caçu,"FAZ SANTO ANTONIO, S/N/BR 364, KM 61",Açúcar e alcool,B,65
RIO DO SANGUE ENERGIA S/A,05.625.671/0003-23,78445-000,MT,Nova Maringá,"FAZENDA SALTO DA JARARACA, S/N/KM 42",ENERGIA (Hidro),,75
RIO POLIMEROS S/A,01.202.799/0002-42,25221-000,RJ,Duque de Caxias,"RUA MARUMBI, 1001",Petroquímica,A,48
RIO STAR INDUSTRIA E COMERCIO LTDA,31.925.084/0001-06,21011-000,RJ,Rio de Janeiro,"RUA DO ALHO, 151",Revenda,C,48
RIO SUCURIÚ ENERGIA S.A.,06.981.660/0002-68,79556-000,MS,,,ENERGIA (Hidro),C,64
RIO VERDE ENERGIA S/A,04.487.510/0003-58,78455-000,MT,Lucas do Rio Verde,"ROD MT 449, KM 31 À DIREITA 5 KM, S/N",ENERGIA (Hidro),,75
RIP SERVICOS - Macaé,07.522.191/0019-20,27930-070,RJ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 2100",Óleo e Gás (Offshore),B,40
RIP SERVICOS - Macaé,07.522.191/0019-20,27930-070,RJ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 2100",Óleo e Gás (Offshore),B,40
RIP SERVICOS - Camaçari,07.522.191/0002-81,42801-170,BA,Camaçari,"AVENIDA LESTE, S/N/QUADRA 01 LT18",Projetos e Engenharia,,103
RL REVESTIMENTOS E CONSTRUÇÕES LTDA,56.677.537/0001-45,09450-000,SP,RIO GRANDE DA SERRA,"RUA DA FELICIDADE, 25",O&M,C,42
RLE ENGENHARIA LTDA,84.537.083/0001-42,69076-460,AM,Manaus,"RUA JOSE COELHO LEAO, 1771",Projetos e Engenharia,,56
ROBERT ERICK MARQUES PEREIRA - ME,18.428.808/0001-30,06329-350,SP,Carapicuíba,"AVENIDA PRESIDENTE TANCREDO DE ALMEIDA, 964/CONJ 43 A",Revenda,C,42
ROLDÃO COMERCIAL E DISTRIBUIDORA LTDA,02.809.774/0001-93,27963-459,RJ,Macaé,"RUA PINXINGUINHA, S/N/QD 8, LT 0242",Revenda,C,40
ROLLER SUL IMPORTAÇÕES E COMÉRCIO LTDA,78.859.196/0001-61,03041-040,SP,Sâo Paulo,"RUA MELO BARRETO, 90",Revenda,C,42
ROMAGNOLE PRODUTOS ELETRICOS S/A,78.958.717/0016-14,86975-000,PR,Mandaguari,"ROD BR 376, S/N/KM 394",O&M,C,57
RONALD SILVA,13.525.422/0001-22,40010-020,BA,Salvador,"AVENIDA ESTADOS UNIDOS, 04/SALA 810",Revenda,B,70
ROSSET COMERCIO DE MAQUINAS GRAFICAS LTDA,62.026.349/0001-50,03054-040,SP,Sâo Paulo,"RUA CORONEL ANTONIO MARCELO, 103",Revenda,C,42
RPL ROLAMENTOS PAULISTA LTDA,62.969.951/0001-20,05319-000,SP,Sâo Paulo,"AVENIDA QUEIROZ FILHO, 812",Revenda,C,42
RS CONSTRUÇÕES E EMPREENDIMENTOS IMOBILIÁRIOS LTDA,04.446.606/0001-06,13201-010,SP,Jundiaí,"RUA BARAO DE JUNDIAI, 209",O&M,C,67
RUB-JO MATERIAIS TECNICOS E FIXADORES LTDA,04.303.882/0001-15,21312-460,RJ,Rio de Janeiro,"RUA TOMBOS, 78",Revenda,C,40
S A SOUTHEAST COM DE EQUIP E SUPRIMENTOS MARITIMOS LTDA ME,09.202.985/0001-02,20010-000,RJ,Rio de Janeiro,"RUA PRIMEIRO DE MARCO, 37",Revenda,C,74
S A USINA CORURIPE ACUCAR E ALCOOL,12.229.415/0010-01,38280-000,MG,Iturama,"ROD BR 497, S/N/KM 15",Açúcar e alcool,B,96
S M DA ROCHA COMERCIO ME,23.702.915/0001-44,65015-430,MA,São Luís,"RUA RITA SANTA, 713",Revenda,C,54
S R BARBOSA COMERCIO DE PECAS E SERVICOS EPP,25.205.447/0001-28,20756-100,RJ,Rio de Janeiro,"RUA JOAO PINHEIRO, 426",Revenda,C,90
SAAM SMIT TOWAGE BRASIL S.A,05.436.047/0012-79,40800-310,BA,Salvador,"ESTRADA BASE NAVAL DE ARATU, S/N",naval,,70
SABARA INDUSTRIA QUIMICA,,,PE,,,Química,,46
SACS CONSTRUÇÃO E MONTAGEM LTDA,00.132.114/0001-95,08717-490,SP,Mogi das Cruzes,"AV. PREFEITO FRANCISCO RIBEIRO NOGUEIRA, 5461",O&M,C,42
SADA SIDERURGIA LTDA,06.069.703/0001-52,39260-000,MG,Várzea da Palma,,siderurgia,B,61
SAGA REBOCADORES E SERVICOS MARITIMOS LTDA,13.073.366/0001-32,40015-010,BA,Salvador,"RUA MIGUEL CALMON, 555/7º ANDAR",naval,,70
Saint-Gobain,,,BA,Feira de Santana,,siderurgia,A,70
SAIPEM - Guarujá,05.101.651/0006-04,11410-971,SP,Guarujá,"AVENIDA MARIA DE OLIVEIRA CHERE, 2",Óleo e Gás (Offshore),A,68
SAIPEM - Mossoró,05.101.651/0003-53,59628-350,RN,Mossoró,"RUA DESEMBARGADOR SILVINO BEZERRA, S/N",Óleo e Gás (Offshore),C,47
SAIPEM - Vitória,05.101.651/0002-72,29050-545,ES,Vitória,"RUA JOSE ALEXANDRE BUAIZ, 300/SALA 1501",Óleo e Gás (Offshore),A+,49
SALOBO METAIS S/A,33.931.478/0002-75,68516-000,PA,Marabá,"ACAMPAMENTO 3 ALFA, S/N/FLORESTA",Mineração,A+,72
SAMARCO - Mariana,,,MG,Mariana,,Mineração,A+,58
SAMARCO - ES,,,ES,,,,A,49
SAMBAZON DO BRASIL AGROINDUSTRIAL LTDA,07.294.662/0001-60,68445-000,PA,Barcarena,RODOVIA DA INTEGRAÇÃO S/N MASSARAPO ,Alimentos e Bebidas,C,94
SAND SERVICOS LTDA,32.554.743/0001-08,28800-000,RJ,Rio Bonito,"RUA DA CONCEICAO, 37",Revenda,C,74
SANESUL - CAMPO GRANDE,,,MS,Campo Grande,,SANEAMENTO,C,64
SANSUY S/A INDUSTRIA DE PLASTICOS,14.807.945/0001-24,42810-240,BA,Camaçari,"RUA DOS PLASTICOS, 761",Química,B,70
SANSUY S/A INDUSTRIA DE PLASTICOS,14.807.945/0001-24,42810-240,BA,Camaçari,"RUA DOS PLASTICOS, 761",Química,B,70
SANTA FE ENERGETICA S.A,06.982.752/0002-62,25821-270,RJ,Três Rios,"RUA SANTO ANTONIO, 6500/PARTE",Energia (Hidro),A,80
SANTA GABRIELA ENERGETICA S/A,07.835.806/0002-20,79415-000,MS,Sonora,,ENERGIA (Hidro),B,64
SANTHER FABRICA DE PAPEL - Bragança,61.101.895/0004-98,12900-970,SP,Bragança Paulista,"RODOVIA CAP BARDUINO, S/N/KM 98",Papel e Celulose,A+,104
SANTHER FABRICA DE PAPEL - SP,61.101.895/0001-45,03630-000,SP,Sâo Paulo,"RUA ARACATI, 275",Papel e Celulose,A,42
SANTISTA WORK SOLUTION S.A.,61.520.607/0018-35,18276-860,SP,Tatuí,"RODOVIA ANTONIO ROMANO SCHINCARIOL, S/N",Têxtil,B,69
SAO MARTINHO - Iracemápolis,51.466.860/0029-57,13495-000,SP,Iracemápolis,"USINA IRACEMA, S/N",Açúcar e alcool,A,51
SAO MARTINHO - Pradópolis,51.466.860/0001-56,14850-000,SP,Pradópolis,"FAZENDA SAO MARTINHO, S/N",Açúcar e alcool,A+,51
SAO SIMAO ENERGIA S/A,07.063.976/0002-33,29530-000,ES,Alegre,"ROD TOUFIK FAISSAL, ES 181, S/N/KM 12",Energia (Outros),B,49
SAPURA NAVEGACAO MARITIMA S/A,14.072.869/0002-37,25230-270,RJ,Duque de Caxias,"ESTRADA VELHA DO PILAR, S/N/QD 19, LOTE 45",Naval,A,77
SBM - Cidade de Ilha Bela,14.592.680/0002-75,20021-290,SP,,"RUA DO PASSEIO, 38/SETOR 2",Óleo e Gás (Offshore),A+,68
SBM - Cidade de Maricá,18.395.435/0002-29,27923-320,RJ,Macaé,"RUA JOSE AGUIAR FRANCO, 327/SALA 09",Óleo e Gás (Offshore),A+,68
SBM - Cidade de Saquarema,18.311.465/0001-29,20040-001,RJ,Rio de Janeiro,"AVENIDA RIO BRANCO, 108/14 ANDAR",Óleo e Gás (Offshore),A+,68
SBM - FPSO Cidade de Parati,09.231.130/0001-00,27923-320,RJ,Macaé,"RUA JOSE AGUIAR FRANCO, 327/SALA 8",Óleo e Gás (Offshore),A+,68
SBM FPSO Anchieta,01.662.868/0006-24,29050-300,ES,Vitória,"RUA IZIDRO BENEZATH, 48",Óleo e Gás (Offshore),A+,49
SBM FPSO Capixaba,06.341.155/0001-78,29050-300,ES,Vitória,"RUA IZIDRO BENEZATH, 48/SALA 302-D",Óleo e Gás (Offshore),A+,49
SBM FPSO Espirito Santo,07.283.129/0001-01,29050-300,ES,Vitória,"RUA IZIDRO BENEZATH, 48/SALA 302-B",Óleo e Gás (Offshore),A+,77
SCHAHIN ENGENHARIA - Salvador,61.226.890/0015-44,41820-768,BA,Salvador,"RUA CORONEL ALMERINDO REHEM, 82/SL 301 E302",Óleo e Gás (Transporte e Tancagem),,70
SCHAHIN ENGENHARIA - Macaé,61.226.890/0009-04,27900-000,RJ,Macaé,"RUA A 1, 200",EPC,A,74
SCHAHIN ENGENHARIA - SP,61.226.890/0001-49,04101-905,SP,Sâo Paulo,"RUA VERGUEIRO, 2009",O&M,B,42
SCHAHIN PETROLEO E GAS S/A,08.976.258/0002-10,27900-000,RJ,Macaé,"RUA A 1, 200/SALA 01",Óleo e Gás (Offshore),A,40
Schlumberger Smith International do Brasil LTDA,13.948.146/0004-58,27932-355,RJ ,Macaé,"Piloto Rommel Oliveira Garcia (Lot Faz B Vista), 17-IMBOASSICA",Óleo e Gás (Offshore),A,73
SCHOTTEL DO BRASIL PROPULSOES MARITIMAS LTDA,42.492.181/0001-60,88303-100,SC,Itajaí,"RUA HEITOR LIBERATO, 927",Naval,C,57
SEAEX COMERCIO REPRESENTACOES E SERVICOS LTDA,10.339.600/0001-32,41100-040,BA,Salvador,"RUA GUARATINGA, S/N/QD VII LT 23",O&M,B,70
SEAFER COMERCIAL LTDA,00.906.356/0001-99,27923-220,RJ,Macaé,"AVENIDA GUADALAJARA, 1176",Revenda,C,48
SEARA ALIMENTOS - DOURADOS,,,MS,Dourados,,ALIMENTOS e BEBIDAS,C,64
SELENE INDÚSTRIA TÊXTIL S/A,47.254.545/0001-98,18520-000,SP,Cerquilho,"RUA DO VELHO RAMAL, 490",Têxtil,B,69
SELM INDÚSTRIA E COMERCIO LTDA,02.175.199/0001-14,39205-000,MG,Três Marias,"ACESSO PRINCIPAL, 103A",siderurgia,A,96
SEMAE - SERVIÇO MUNICIPAL DE ÁGUA E ESGOTO DE PIRACICABA,50.853.555/0001-54,13417-100,SP,Piracicaba,"RUA QUINZE DE NOVEMBRO, 2200",Saneamento,A,104
SEMENTES SELECTA S/A,00.969.790/0005-41,38446-306,MG,Araguari,"RODOVIA MG-29, KM 2,6, S/N",Alimentos e Bebidas,c,59 
SENGES PAPEL E CELULOSE LTDA,43.014.521/0007-04,84220-000,PR,Sengés,"RUA LUIZ JOSE SGUARIO, S/N",Papel e Celulose,B,57
SERGIO DA SILVA SALES ME,08.404.722/0001-13,40445-186,BA,Salvador,"LARGO DOS MARES, 14/LJ TERREO",Projetos e Engenharia,,90
SERMASA EQUIPAMENTOS INDUSTRIAIS LTDA,08.236.786/0001-52,14170-460,SP,Sertãozinho,"AVENIDA MARGINAL MANOEL PAVAN, 847",O&M,B,51
SERRA DA BORDA MINERAÇÃO E METALURGICA S/A,05.640.971/0002-09,78250-000,MT,Pontes e Lacerda,"FAZENDA ERNESTO SOARES CARVALHO, S/N",mineração,,75
SERRAFER SERRA FERRAMENTAS LTDA EPP,04.223.906/0001-26,29164-042,ES,Serra,"RUA SAO PEDRO, 157",O&M,B,49
"SERVENTEC- COM, IND E SERVICOS DE MANUTENCAO INDUSTRIAL LTDA",03.843.397/0001-71,42850-000,BA,Dias d'Ávila,"RUA JOAQUIM NABUCO, 36",Projetos e Engenharia,,41
SERVICETECH INDUSTRIA E COMERCIO LTDA,06.335.741/0001-00,23905-000,RJ,Angra dos Reis,"AVN WINSTON MARUCA, S/N",Revenda,C,48
SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL,03.795.071/0013-50,41650-010,BA,Salvador,"AVENIDA ORLANDO GOMES, 1845",Projetos e Engenharia,,66
SERVICOS BRASILEIROS DE SUPRIM COM E IMP LTDA,12.556.787/0001-51,03306-020,SP,Sâo Paulo,"RUA ICEM, 27",Revenda,C,42
SERVMAN SERVIÇOS DE MANUTENCAO INDUSTRIAL LTDA,00.786.496/0001-70,81810-380,PR,Curitiba,"RUA DESEMBARGADOR ESTANISLAU CARDOSO, 700",Outro,C,57
SETMAR ENGENHARIA SERVICO E COMERCIO LTDA,13.094.126/0001-14,21050-144,RJ,Rio de Janeiro,"AVN DOS DEMOCRATICOS, 2036/SALA 306",Revenda,C,48
SGD - SOLUCOES INDUSTRIAIS LTDA - ME,09.209.655/0001-49,13424-565,SP,Piracicaba,"RUA JOSE DO PATROCINIO, 29",O&M,B,104
SGS INDUSTRIAL - INSTALACOES TESTES E COMISSIONAMENTOS LTDA,03.367.065/0003-20,29163-101,ES,Serra,"AVE TANCREDO DE ALMEIDA NEVES, 102",EPC,A,49
SIAN - SISTEMAS DE ILUMINACAO AUTOMOTIVA DO NORDESTE LTDA,04.054.381/0001-42,42802-580,BA,Camaçari,"RUA B4 - POLOPLAST, S/N/QUADRA I LOTE 1",O&M,,70
SICE DO BRASIL LTDA,04.243.216/0001-39,05421-030,SP,Sâo Paulo,"RUA PADRE GARCIA VELHO, 73/CJ 51",O&M,B,42
SIDERURGICA NORTE BRASIL S/A,07.933.914/0001-54,68508-970,PA,Marabá,"RODOVIA PA 150, KM 425, S/N",Siderurgia,A,72
SIEM OFFSHORE - Aracaju,27.596.568/0011-45,49055-610,SE,Aracaju,"RUA SALGADO, 39/GALPAO 04",Óleo e Gás (Offshore),B,88
SIEM OFFSHORE - RJ,27.596.568/0001-73,20220-361,RJ,Rio de Janeiro,"AVENIDA RODRIGUES ALVES, 261",Naval,A,48
SIEMENS GAMESA - Cafarnaum,69.119.386/0014-76,44880-000,BA,Cafarnaum,"FAZ CONQUISTA, S/N",Energia (Éolica),A,70
SIEMENS GAMESA - Camaçari l,69.119.386/0011-23,42810-250,BA,Camaçari,"RUA DAS RESINAS, S/N",Energia (Éolica),A,70
SIEMENS GAMESA - Camaçari l,69.119.386/0011-23,42810-250,BA,Camaçari,"RUA DAS RESINAS, S/N",Energia (Éolica),A,70
SIEMENS GAMESA - CAMAÇARI ll,69.119.386/0011-24,44880-000,BA,Camaçari,"RUA DAS RESINAS, S/N",Energia (Éolica),A,70
SIEMENS GAMESA - Trairi,69.119.386/0028-71,69690-000,CE,Trairi,"NUC NUCR CURIMAS, S/N/PARTE A",Energia (Éolica),A,95
SILIARIS EQUIPAMENTOS LTDA,07.989.295/0001-10,88780-000,SC,Imbituba,"AVENIDA A-6, S/N",Química,C,57
SIMEC,17.469.701/0053-06,29140-075,ES,Cariacica,"RUA LEOPOLDINA, 900",Siderurgia,a,49
SINDUS ANDRITZ LTDA,91.704.023/0001-32,90230-070,RS,Porto Alegre,"AVENIDA PATRIA, 60",O&M,B,71
SIPCAM NICHINO BRASIL S.A.,23.361.306/0001-79,38044-755,MG,Uberaba,"RUA IGARAPAVA, 599",fertilizantes,b,59 
SJC BIOENERGIA LTDA,10.249.419/0002-16,75860-000,GO,Quirinópolis,"RODOVIA  GO 206, KM 18 BLOCO A, S/N/FAZ SÃO FRANCIS",Açúcar e alcool,B,65
SK MONTAGEM INDUSTRIAL E INSPECAO LTDA - ME,10.290.196/0001-50,69085-120,AM,Manaus,"RUA IRANDUBA, 9",Projetos e Engenharia,,56
SKANSKA BRASIL LTDA,02.154.943/0017-61,92420-360,RS,Canoas,"RUA ANTONIO FREDERICO OZANAN, 3450/ANEXO CANTEIRO",O&M,C,71
SKF DO BRASIL LTDA,61.077.327/0001-56,07790-190,SP,Cajamar,"RODOVIA ANHANGUERA, KM 30, S/N",O&M,B,67
SKM ELETRO ELETRÔNICA LTDA,00.064.702/0003-09,20921-060,RJ,Rio de Janeiro,"RUA GENERAL ALMERIO DE MOURA, 302",O&M,B,48
SME CONSTRUCOES E MONTAGENS INDUSTRIAIS LTDA,08.699.722/0001-98,42850-000,BA,Dias d'Ávila,"RUA POLO, S/N/LOT MONTE ALTO",Projetos e Engenharia,,66
SMS GROUP METALURGIA DO BRASIL LTDA,60.863.404/0001-30,33200-000,MG,Vespasiano,,siderurgia,b,61
SMURFIT KAPPA DO BRASIL IND DE EMB BENTO GONCALVES LTDA,94.551.850/0001-21,95703-640,RS,Bento Gonçalves,"ESTRADA PINTO BANDEIRA, S/N",Papel e Celulose,C,71
SODECIA DA BAHIA LTDA,04.095.571/0002-99,42510-000,BA,Camaçari,"VIA AXIAL, S/N/GALPAO 1",O&M,,66
SOENERGY- SISTEMAS INTERNACIONAIS DE ENERGIA S/A,03.818.451/0011-09,67013-000,PA,Ananindeua,"RODOVIA BR-316, S/N",Energia (Outros),C,94
Solar BR,,,BA,Vitória da Conquista,,Alimentos e Bebidas,,90
SOLAZYME BUNGE PRODUTOS RENOVAVEIS LTDA,13.190.609/0001-12,15480-000,SP,Orindiúva,"FAZENDA MOEMA, S/N",Alimentos e Bebidas,A,50
SOLDAKI ACOS ESPECIAIS LTDA - ME,14.684.354/0001-07,30520-510,MG,Belo Horizonte,,O&M,c,61
SOLFILTROS REVESTIMENTOS DE METAIS E SOLDAS LTDA,08.659.528/0001-89,38031-130,MG,Uberaba,"RUA SAO LUIZ GONZAGA, 762",Consultor,b,59 
SOLUÇÕES USIMINAS - Porto Alegre,,,RS,Porto Alegre,,Mineração,,71
SOLUÇÕES USIMINAS - GUARULHOS ,,,SP,,,,A,50
"SOLUÇÕES USIMINAS - TAUBATÉ
",,,SP,,,,A,50
SOMAR SERVIÇOS DE MONTAGEM INDUSTRIAL LTDA,10.500.342/0001-24,69060-300,AM,Manaus,"RUA E, QD 09, JD PAULISTA, 3",O&M,,56
SONOCO DO BRASIL LTDA,00.496.586/0006-31,86027-000,PR,Londrina,"RUA NOITIBO, 157",Papel e Celulose,B,57
SONORA ESTANCIA S/A,47.902.283/0001-20,79415-000,MS,Sonora,,ENERGIA (Hidro),C,64
SOPASTA INDUSTRIA E COMERCIO S.A,86.352.069/0001-08,89642-000,SC,Tangará,"RUA RIO BONITO, 218",Papel e Celulose,C,57
SOTREQ - Alto Horizonte,34.151.100/0011-02,76560-000,GO,Alto Horizonte,"RUA SILVA FROIS, S/N/QD 03 LT 01",O&M,C,65
SOTREQ - Aparecida de Goiânia,34.151.100/0013-74,74985-115,GO,Aparecida de Goiânia,"RUA 1, QD 002, LT 001E, S/N",O&M,C,65
SOTREQ - Contagem,34.151.100/0017-06,32371-630,MG,Contagem,,O&M,C,61
SOTREQ - RJ,34.151.100/0003-00,21030-001,RJ,Rio de Janeiro,"AVENIDA BRASIL, 7200",EPC,A,74
SOURCE SISTEMAS E SERVICOS TECNICOS LTDA,00.422.468/0001-74,80230-060,PR,Curitiba,"RUA ALMIRANTE GONCALVES, 912",Outro,C,57
SOVEL DA AMAZONIA LTDA,04.278.669/0001-09,69008-140,AM,Manaus,"RUA DOUTOR JOAO DE PAULO, 600",PAPEL E CELULOSE,A,56
SP INDUSTRIA E COMERCIO DE PAINEIS E QUADROS ELETRICOS LTDA,04.396.692/0001-90,01135-000,SP,Sâo Paulo,"RUA ANHANGUERA, 694",Revenda,C,42
SP INDUSTRIA E DISTRIBUIDORA DE PETROLEO LTDA,01.387.400/0001-64,60180-420,CE,Fortaleza,"RUA LEITE BARBOSA, 191",Óleo e Gás (Transporte e Tancagem),C,95
ST METALS TECNOLOGIA EM USINAGEM LTDA,20.104.905/0001-19,13820-000,SP,Jaguariúna,"AV PACIFICO MONEDA, 3888",O&M,C,104
STARK ENGENHARIA LTDA,36.173.920/0001-59,24040-020,RJ,Niterói,"RUA CORONEL MIRANDA, 49",EPC,B,48
STATKRAFT,,49140-000,SE,Barra dos Coqueiros,,Energia (Éolica),A,88
STATKRAFT,,49140-000,SE,Barra dos Coqueiros,,Energia (Éolica),A,88
STEP OIL & GAS SERVICOS LTDA,13.169.311/0001-20,28899-006,RJ,Rio das Ostras,"RUA DO CALDEIREIRO, S/N",EPC,A,40
STEP OIL & GAS SERVICOS LTDA,13.169.311/0001-20,28899-006,RJ,Rio das Ostras,"RUA DO CALDEIREIRO, S/N",EPC,A,40
STM - SERVICOS TECNICOS E MANUTENCAO LTDA - ME,04.835.478/0001-92,48010-110,BA,Alagoinhas,"RODOVIA BR 101, S/N",O&M,B,70
STOCK COMERCIO DE EQUIP INDUSTRIAIS E DE SEGURANCA LTDA,05.588.797/0001-03,60135-100,CE,Fortaleza,"AVENIDA ANTONIO SALES, 238 B",O&M,C,95
SUBCONDOMINIO DO CENTRO COMERCIAL DO SHOPPING CENTER ELDORAD,33.153.099/0001-10,79031-900,MS,Campo Grande,,Edifícios e Estruturas,C,64
SUBSEA7 - Niterói,04.954.351/0001-92,24050-090,RJ,Niterói,"RUA ENGENHEIRO FABIO GOULART, 155/PARTE",Naval,A,74
SUBSEA7 - Macaé,04.954.351/0008-69,27930-070,RJ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 1661",Naval,A,48
SULNORTE SERVIÇOS MARITIMOS - RJ,14.589.261/0002-84,20081-311,RJ,Rio de Janeiro,"AVN VENEZUELA, 03",Naval,B,48
SULNORTE SERVIÇOS MARITIMOS - Rio Grande,14.589.261/0014-18,96200-070,RS,Rio Grande,"RUA ZALONY, 160/SALAS/506/507",Naval,B,71
SULZER - Triunfo,09.072.181/0003-06,95840-000,RS,Triunfo,"ROD ANTONIO DELAPIEVE, 1300",O&M,B,71
SULZER - Macaé,33.574.575/0003-39,27930-070,RJ,Macaé,"AVN PREFEITO ARISTEU FERREIRA DA SILVA, 213",O&M,A,40
SULZER - Macaé,33.574.575/0003-39,27930-070,RJ,Macaé,"AVN PREFEITO ARISTEU FERREIRA DA SILVA, 213",O&M,A,40
SULZER - ES,,,ES,,,O&M,B,49
SULZER - Curitiba,77.153.260/0001-21,81460-120,PR,Curitiba,"RUA HASDRUBAL BELLEGARD, 701",O&M,B,57
SULZER - Nova Lima,77.153.260/0012-84,34000-000,MG,Nova Lima,,O&M,C,61
SUN COKE EAST SERVIÇOS DE COQUEIFICAÇÃO LTDA,07.114.605/0001-52,29164-072,ES,Serra,"AVENIDA BRIGADEIRO EDUARDO GOMES, 930",Siderurgia,A+,49
SUPREMO CIMENTOS S/A,05.798.883/0001-40,89107-000,SC,Pomerode,"RUA DOS ATIRADORES, 10809",Cimenteira,C,57
SUZANO -  BELÉM,49.094.790/0001-34,66123-640,PA,Belém,"PASS. TRÊS DE OUTUBRO , 536, SACRAMENTA ",Papel e Celulose,B,94
SUZANO - Leimeira,16.404.287/0156-91,13486-199,SP,Leimeira,"ESTRADA DO LAGEADO, S/N",Papel e Celulose,A+,104
SUZANO - Mucuri,16.404.287/0013-99,45930-000,BA,Mucuri,"ROD BR 101, S/N/KM 945,4+7 KM",PAPEL E CELULOSE,A+,76
SUZANO - Suzano,16.404.287/0047-38,08613-900,SP,Suzano,"RUA DR PRUDENTE DE MORAES, 4006",Papel e Celulose,A+,42
SUZANO - Três Lagoas,16.404.287/0448-70,79601-970,MS,Três Lagoas,"ROD BR 158, KM 298, S/N",PAPEL E CELULOSE,A+,60
SUZANO - Imperatriz,16.404.287/0222-05,65919-050,MA,Imperatriz,"AVENIDA NEWTON BELLO, S/N",Papel e Celulose,A+,54
SUZANO - Aracruz,16.404.287/0461-47,29197-900,ES,Aracruz,"ROD. ARACRUZ, S/N",Papel e Celulose,A+,49
Suzano - Rio Verde,,,SP,,,Papel e Celulose,,50
T.W. ESPUMAS LTDA,00.789.312/0001-26,09891-002,SP,São Bernardo do Campo,"RUA SERVIDÃO DA PASSAGEM, 1113",O&M,B,42
TAUSCHER SOLUCOES INDUSTRIAIS EIRELI - EPP,21.820.926/0001-01,18590-000,SP,Bofete,"ESTRADA MUNICIPAL PARDINHO AO CASTELAO, S/N",Revenda,C,50
TAVEX INDUSTRIA TEXTIL S.A.,18.612.511/0003-91,18276-860,SP,Tatuí,"RODOVIA ANTONIO ROMANO SCHINCARIOL, S/N/KM 118",Têxtil,B,69
TCE SERVIÇOS MECÂNICOS & LOGÍSTICA LTDA,15.043.737/0001-69,24050-170,RJ,Niterói,"RUA DELEGADO WALDIR GUILHERME, 137",EPC,B,48
TDB COMERCIO E SERVICOS LTDA,14.256.943/0001-94,42850-000,BA,Dias d'Ávila,"RUA ANTONIO CONSELHEIRO, 587",Revenda,,90
TECHBRAX INDUSTRIA METALURGICA LTDA,23.723.683/0001-00,28110-000,RJ,Campos dos Goytacazes,"RUA CARLOS DRUMMOND DE ANDRADE, 20 B: SONHO DOURADO",O&M,B,73
"TECHNIP BRASIL ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA",68.915.891/0033-27,27933-420,RJ,Macaé,"RUA LADY ESTEVES DA CONCEICAO, 320",Óleo e Gás (Offshore),A,40
"TECHNIP BRASIL ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA",68.915.891/0033-27,27933-420,RJ,Macaé,"RUA LADY ESTEVES DA CONCEICAO, 320",Óleo e Gás (Offshore),A,40
