name,cnpj,cep,state,city,address,industry_sector,enterprise_type,user_id
TECHOCEAN OFFSHORE LTDA,68.753.482/0001-94,27930-120,RJ,Macaé,"ALM TENENTE CELIO, 04",Óleo e Gás (Offshore),B,40
TECHOCEAN OFFSHORE LTDA,68.753.482/0001-94,27930-120,RJ,Macaé,"ALM TENENTE CELIO, 04",Óleo e Gás (Offshore),B,40
TECLAV TECNOLOGIA E LAVAGEM INDUSTRIAL LTDA,05.945.932/0001-20,61760-000,CE,Eusébio,"AV. JOSE AMORA SA, 1550",O&M,C,95
TECMASTER SERVICOS TECNICOS LTDA,04.191.808/0001-54,57061-000,AL,Maceió,"AVENIDA DURVAL DE GOES MONTEIRO, 1771",O&M,,78
TECNO CONTROL TECNOLOGIA E SISTEMAS LTDA,07.638.795/0001-07,89062-080,SC,Blumenau,"RUA TEREZA FISCHER, 410",Outro,C,57
TECNOSTEEL EQUIPAMENTOS INDUSTRIAIS LTDA,07.909.421/0001-89,43700-000,BA,Simões Filho,"VIA PERIFERICA II, S/N",O&M,,90
TECNOV VALVULAS INDUSTRIAIS EIRELI,00.646.690/0001-50,07242-300,SP,Guarulhos,"RUA SALTO DA DIVISA, 268",O&M,B,42
TECTENGE-TECNOLOGIA E SERVICOS LTDA,00.632.068/0001-93,41185-615,BA,Salvador,"RUA ALTO DO SAO GONCALO, 436",O&M,B,70
TEEKAY PETROJARL I SERVICOS DE PETROLEO LTDA,22.255.021/0001-90,27930-070,RJ,Macaé,"AV PREFEITO ARISTEU FERREIRA DA SILVA, 310",Óleo e Gás (Offshore),A+,73
TEEKAY PIRANEMA SERVIÇOS DE PETROLEO LTDA,07.457.961/0001-79,49020-450,SE,Aracaju,"RUA ZAQUEU BRANDAO, 537",Óleo e Gás (Offshore),A+,88
TEEKAY PIRANEMA SERVIÇOS DE PETROLEO LTDA,07.457.961/0001-79,49020-450,SE,Aracaju,"RUA ZAQUEU BRANDAO, 537",Óleo e Gás (Offshore),A+,88
TEEKAY PIRANEMA SERVIÇOS DE PETROLEO LTDA,07.457.961/0001-79,49020-450,SE,Aracaju,"RUA ZAQUEU BRANDAO, 537",Óleo e Gás (Offshore),A+,88
TEKSID DO BRASIL LTDA,16.694.812/0001-14,32681-080,MG,Betim,,Siderurgia,c,61
TELEFONICA BRASIL S/A,02.558.157/0562-06,41510-333,BA,Salvador,"AV SÃO CRISTOVÃO, S/N/PARTE",Projetos e Engenharia,F,90
TEMAN ENGENHARIA E MANUTENCAO LTDA,00.635.247/0001-84,42700-000,BA,Lauro de Freitas,"RUA DORIVAL CAYME, 57",Projetos e Engenharia,,66
TEMAPE - TERMINAIS MARITIMOS PERNAMBUCO S/A,02.639.582/0001-86,55590-000,PE,Ipojuca,"RUA ZONA INDUSTRIAL PORTUARIA DE SUAPE, S/N",Naval,B,46
TEREOS AÇÚCAR E ENERGIA - Guaíra,47.080.619/0033-02,14790-000,SP,Guaíra,"FAZENDA MANDU, ROD. SP 325, KM 146, S/N",Açúcar e alcool,A,51
TEREOS ACUCAR E ENERGIA - Colina,47.080.619/0062-39,14770-000,SP,Colina,"ESTRADA ESTRADA ANDRE GARCIA CAMACHO, S/N",Açúcar e alcool,A,51
TERGRAM,,,MA,São Luís,,Naval,B,54
TERMINAL DE COMBUSTIVEIS PAULINIA S/A,28.978.543/0001-05,13146-061,SP,Paulínia,"AVENIDA PARIS, 4077/SALA 3",Óleo e Gás (Transporte e Tancagem),A,104
TERMINAL DE GRÃOS PONTA DA MONTANHA,,68447-000,PA,Barcarena,,Naval,B,94
"TERMINAL MARÍTIMO PRIVATIVO DE CUBATÃO
Cubatão - SP",,,SP,,,Naval,B,50
TEQUIMAR - CANDEIAS,14.688.220/0001-64,43813-000,BA,Candeias,"VIA MATOIN, S/N",Petroquímica,,66
TEQUIMAR - IPOJUCA,14.688.220/0005-98,55590-000,PE,Ipojuca,"AV. PORTUARIA, S/N",Óleo e Gás (Transporte e Tancagem),A,46
TEQUIMAR - RJ,14.688.220/0015-60,20931-040,RJ,Rio de Janeiro,"RUA GENERAL GURJAO, S/N",Óleo e Gás (Transporte e Tancagem),A,48
TEQUIMAR - SANTOS,14.688.220/0011-36,11095-650,SP,Santos,"AVENIDA ENGENHEIRO AUGUSTO BARATA, S/N",Óleo e Gás (Transporte e Tancagem),A,68
TEQUIMAR - SÃO LUÍS,14.688.220/0017-21,65085-582,MA,São Luís,"AVENIDA DOS PORTUGUESES, 100",Óleo e Gás (Transporte e Tancagem),B,54
TERMO NORTE ENERGIA S/A,02.750.988/0001-31,76815-800,RO,Porto Velho,"BR 364, KM 7,5, S/N",Energia (Termo),,90
TERMOPERNAMBUCO LIGHT (II),,,PE,,,Energia (Termo),,46
TERMOPERNAMBUCO S/A,03.795.050/0002-81,55590-000,PE,Ipojuca,"AVENIDA PORTUARIA, S/N",Energia (Termo),A+,46
TERNIUM BRASIL LTDA,07.005.330/0001-19,23560-352,RJ,Rio de Janeiro,"AVENIDA JOAO XXIII, S/N",Siderurgia,A+,39
THYSSENKRUPP ELEVADORES S/A,90.347.840/0010-09,41810-001,BA,Salvador,"AVENIDA PAULO VI, 1598",O&M,B,70
TIMBAUBA S.A.,04.899.037/0005-88,59584-000,RN,Touros,"R. PRINCIPAL, 220",Alimentos e Bebidas,,47
TINTEX TINTURARIA TEXTIL LTDA,65.613.960/0001-72,13460-000,SP,Nova Odessa,"AVENIDA AMPELIO GAZZETTA, 111",Têxtil,B,104
TOCANTINS ENERGETICA - Dianópolis,01.673.025/0003-80,77300-000,TO,Dianópolis,"ROD. TO 476 - KM17, S/N",Energia (Hidro),,90
TOCANTINS ENERGETICA - Novo Jardim,01.673.025/0004-61,77318-000,TO,Novo Jardim,"ROD. TO 040 KM 06, S/N",Energia (Hidro),,90
TOCANTINS ENERGETICA - Taguatinga,01.673.025/0005-42,77320-000,TO,Taguatinga,"RODOVIA TO 110 - KM 05, S/N",Energia (Hidro),,90
TOPAC COMERCIO DE EQUIPAMENTOS INDUSTRIAIS LTDA - ME,07.291.648/0002-94,11703-200,SP,Praia Grande,"AVENIDA PRESIDENTE KENNEDY, 3557",O&M,B,68
TORNOPLAC LTDA - ME,03.247.816/0001-02,83324-440,PR,PINHAIS,"RUA JANDAIA DO SUL, 940",Outro,C,57
TORRES EOLICAS DO BRASIL LTDA,13.649.848/0001-98,42810-440,BA,Camaçari,"VIA BA 512, S/N/AREA IND LESTE",Energia (Éolica),,103
TORRES EOLICAS DO NORDESTE S/A,13.892.216/0002-31,44700-000,BA,Jacobina,"FAZENDA CARATIU, S/N/BR 324, KM 22",Energia (Éolica),a,70
TOTAL DISTRIBUIDORA S/A,01.241.994/0004-43,43900-000,BA,São Francisco do Conde,"VIA MADRE DE DEUS, S/N/KM 42,5",Óleo e Gás (Transporte e Tancagem),B,70
TOTAL DISTRIBUIDORA S/A,01.241.994/0004-43,43900-000,BA,São Francisco do Conde,"VIA MADRE DE DEUS, S/N/KM 42,5",Óleo e Gás (Transporte e Tancagem),B,70
TOZZI ACESSORIOS PARA BANHEIRO LTDA - ME,01.158.573/0001-00,04281-110,SP,Sâo Paulo,"RUA CAPICHANA, 119",O&M,C,42
TRACTEBEL ENERGIA S/A,02.474.103/0005-42,96745-000,RS,Charqueadas,"RUA GEOLOGO WHITE, S/N",Energia (Outros),B,71
TRAINERTEC TREINAMENTOS E SERVICOS TECNICOS LTDA  ME,19.105.902/0001-10,53435-340,PE,Paulista,"RUA SOLMAR, 816",O&M,C,46
TRAMONTINA BELEM S/A,14.068.605/0001-29,66815-901,PA,Belém,"DISTRITO INDUSTRIAL DE ICOARACI, S/N",Siderurgia,C,94
TRANSBOR COM DE PROD INDUSTRIAIS LTDA,65.788.549/0001-38,03607-000,SP,Sâo Paulo,"RUA CAQUITO, 469",O&M,C,42
TRANSFORTECH ENGENHARIA LTDA ME,04.419.796/0001-72,61939-130,CE,Maracanaú,"AVENIDA PARQUE LESTE, 580",O&M,C,95
TRANSNORDESTINA,,,CE,,,Outro,,95
TRANSOCEAN BRASIL LTDA.,40.278.681/0001-79,27925-530,RJ,Macaé,"Rod. Amaral Peixoto, 10500 - Praia Campista, ",Óleo e Gás (Offshore),A,73
Transpetro Estações de Bombeamento - Ipiaú,,,BA,Itagibá,,Óleo e Gás (Transporte e Tancagem),,90
Transpetro Terminal Terrestre - Itabuna,,,BA,Itabuna,,Óleo e Gás (Transporte e Tancagem),,90
Transpetro Terminal Terrestre - Jequié,,,BA,Jequié,,Óleo e Gás (Transporte e Tancagem),,90
TRANSPORTADORA BRAS GASODUTO BOLIVIA BRASIL S/A - TBG,01.891.441/0010-84,13185-252,SP,Hortolândia,"RUA PAPA JOÃO PAULO II, 4/GALPÃO I",Óleo e Gás (Transporte e Tancagem),A,104
TRANSPORTES BERTOLINI LTDA,04.503.660/0001-46,69036-790,AM,Manaus,"RUA RAIMUNDO NONATO DE CASTRO, 260",Revenda,,56
TRAPEL COMERCIO DE PANOS DE LIMPEZA LTDA EPP,46.166.310/0001-81,11070-103,SP,Santos,"RUA DOUTOR CARVALHO DE MENDONCA, 769",Revenda,C,68
TRAPICHE,,,AL,,,Açúcar e alcool,,78
TRELLEBORG SANTANA DE PARNAIBA IND E COM DE SOL EM POLI LTDA,13.183.047/0001-80,06524-115,SP,Santana de Parnaíba,"AVENIDA CHARLES GOODYEAR, 65",Óleo e Gás (Offshore),A,69
TRIENG TECNICA INDUSTRIAL LTDA,02.743.507/0002-41,83707-065,PR,Araucária,"AV DAS ARAUCARIAS, 4511",Outro,C,57
TRIMATEQ SOLUÇÕES LTDA EPP,21.025.535/0001-97,27965-075,RJ,Macaé,"AVN PROF ARLETE RIBEIRO JOSE, S/N/QD 12 LT 23-A",Óleo e Gás (Offshore),A,40
TRIMATEQ SOLUÇÕES LTDA EPP,21.025.535/0001-97,27965-075,RJ,Macaé,"AVN PROF ARLETE RIBEIRO JOSE, S/N/QD 12 LT 23-A",Óleo e Gás (Offshore),A,40
TRINISERV - PRESTADORA DE SERVICOS E COMERCIO LTDA,04.868.259/0001-00,88303-170,SC,Itajaí,"AV JOSE EUGENIO MULLER, 698/SALA B LD",Óleo e Gás (Transporte e Tancagem),C,57
TRM SUPPLY EIRELI ME,27.612.833/0001-60,24050-045,RJ,Niterói,"RUA DOM DINIZ, 8/LOJA 01",Revenda,C,74
TRONOX,15.115.504/0001-24,42840-000,BA,Camaçari,"ROD. BA 099, KM 20, S/N",Petroquímica,A,70
TRONOX,15.115.504/0001-24,42840-000,BA,Camaçari,"ROD. BA 099, KM 20, S/N",Petroquímica,A,70
TRONOX,15.115.504/0001-24,42840-000,BA,Camaçari,"ROD. BA 099, KM 20, S/N",Petroquímica,A,70
TRONOX,15.115.504/0001-24,42840-000,BA,Camaçari,"ROD. BA 099, KM 20, S/N",Petroquímica,A,70
TRONOX,15.115.504/0001-24,42840-000,BA,Camaçari,"ROD. BA 099, KM 20, S/N",Petroquímica,A,70
TS ENGENHARIA E CONSTRUCOES LTDA,01.601.246/0002-62,32655-132,MG,Betim,,Projetos e Engenharia,c,61
TUGBRASIL APOIO PORTUARIO S/A,04.735.952/0001-04,20030-000,RJ,Rio de Janeiro,"AVENIDA GRACA ARANHA, 182",Naval,B,74
TUPI Carandaí - MG,,,MG,Carandaí,,cimenteira,b,61
TUPI CIMENTOS,,,MG,Congonhas,,Cimenteira,c,61
TUPI NORDESTE OPERACOES MARITIMAS LTDA,09.231.130/0003-71,25065-007,RJ,Duque de Caxias,"RODOVIA WASHINGTON LUIZ - DE 03921 A 050, 4099",Óleo e Gás (Offshore),F,74
U&M MINERAÇÃO E CONSTRUÇÃO - Alto Horizonte,18.540.906/0017-21,76560-000,GO,Alto Horizonte,"ROD GO 347, FAZENDA GENIPARPO, S/N",O&M,C,65
U&M MINERAÇÃO E CONSTRUÇÃO - Riacho dos Machados,18.540.906/0032-60,39529-000,MG,Riacho dos Machados,"RUA ADAO MACHADO, 85",mineração,B,90
UBUNTU MARKETING E SERVICOS LTDA - ME,14.523.618/0001-40,54730-190,PE,São Lourenço da Mata,"EST DA LUZ, 47/CX. POSTAL 47",Revenda,,46
UHE - Água Vermelha ,,,MG,Iturama,,Energia (Hidro),A,96
UHE - Belo monte,,,PA,Altamira,,Energia (Hidro),A+,72
UHE - Emborcação,,,GO,Catalão,,Energia (Hidro),A,96
UHE - Estreito,,,MA,Estreito,,Energia (Hidro),A,90
UHE - Foz do Areia,,,PR,Pinhão,,Energia (Hidro),A,57
UHE - Furnas,,,MG,São José da Barra,,Energia (Hidro),A,61
UHE - Governador Ney Aminthas de Barros Braga (Segredo),,,PR,Mangueirinha,,Energia (Hidro),A,57
UHE - Ilha Solteira,,,SP,Ilha Solteira,,Energia (Hidro),A+,50
UHE - Itá,,,SC,Itá,,Energia (Hidro),A,57
UHE - Itaipu ,,,PR,Foz do Iguaçu,,Energia (Hidro),A+,57
UHE - Itapebi,,,BA,Itapebi,,Energia (Hidro),,90
UHE - Itumbiara,,,GO,Itumbiara,,Energia (Hidro),A+,65
UHE - Jirau,01.395.648/0003-39,78260-000,RO,Porto Velho,,Energia (Hidro),A+,103
UHE - Jupiá (Eng° Souza Dias),,,MS,Três Lagoas,,Energia (Hidro),A,60
UHE - Luiz Gonzaga (Itaparica),,,PE,Petrolândia,,Energia (Hidro),B,46
UHE - Machadinho,,,SC,Piratuba,,Energia (Hidro),A,57
UHE - Marimbondo,,,MG,Fronteira ,,Energia (Hidro),A,96
UHE - Paulo Afonso IV,,,BA,Paulo Afonso,,Energia (Hidro),A+,90
UHE - Salto Caxias,,,PR,Capitão Leônidas Marques,,Energia (Hidro),A,57
UHE - Salto Osório,,,PR,Quedas do Iguaçu,,Energia (Hidro),A,57
UHE - Salto Santiago,,,PR,Saudade do Iguaçu,,Energia (Hidro),A,57
UHE - Santo Antônio,,,RO,Porto Velho,,Energia (Hidro),A+,103
UHE - São Simão,,,GO,São Simão,,Energia (Hidro),A,65
UHE - Serra da Mesa,,,GO,Minaçu,,Energia (Hidro),A,65
UHE - Sobradinho,,,BA,Juazeiro,,Energia (Hidro),A,90
UHE - Teles Pires,,,MT,Paranaíta,,Energia (Hidro),A,75
UHE - Xingó,,,AL,Piranhas,,Energia (Hidro),A,78
UISA,,,MT,Nova Olímpia,,Açúcar e alcool,a,90
ULTRASERV MANUTENCAO E SERVICOS INDUSTRIAIS EIRELI - EPP,16.670.992/0001-02,42808-180,BA,Camaçari,"RUA VENUS, 43",O&M,B,70
UNAI BAIXO ENERGETICA SA,09.509.052/0002-43,38610-000,MG,Unaí,"FAZENDA CANTO, S/N",Energia (Hidro),C,90
UNI MANG DISTRIBUIDORA DE BORRACHAS LTDA EPP,07.919.014/0001-52,20941-000,RJ,Rio de Janeiro,"RUA FIGUEIRA DE MELO, 310",Revenda,C,74
UNIAO/VOPAK ARMAZENS GERAIS LTDA,77.632.644/0001-27,83221-675,PR,Paranaguá,"AVENIDA CORONEL SANTA RITA, S/N/ROCIO",Óleo e Gás (Transporte e Tancagem),B,57
Unib Uranio Caetite,,,BA,Caetité,,mineração,b,90
UNIBRASIL LUBRIFICANTES LTDA.,00.213.688/0001-98,09130-400,SP,Santo André,AVENIDA DOM PEDRO I - DE 1112 AO FIM - L,Química,A,42
Unidade Alcídia,Atvos,,SP,,,Açúcar e alcool,A,50
Unidade Batatais,Usina Batatais,,SP,,,Açúcar e alcool,A,50
Unidade Catanduva,COFCO,,SP,,,Açúcar e alcool,A,50
Unidade Conquista do Pontal,Atvos,,SP,,,Açúcar e alcool,A,50
Unidade Cruz Alta,Tereos Internacional,,SP,,,Açúcar e alcool,A,50
Unidade Floresta,Alto Alegre,,SP,,,Açúcar e alcool,A,50
Unidade Mandu,Tereos Internacional,,SP,,,Açúcar e alcool,A,50
Unidade Meridiano,COFCO,,SP,,,Açúcar e alcool,A,50
Unidade Narandiba,Cocal,,SP,,,Açúcar e alcool,A,50
Unidade Potirendaba,COFCO,,SP,,,Açúcar e alcool,A,50
Unidade Santa Cândida,Raízen,,SP,,,Açúcar e alcool,A,50
Unidade Santa Elisa,Biosev,,SP,,,Açúcar e alcool,A,50
Unidade São Manoel,São Manoel,,SP,,,Açúcar e alcool,A,50
Unidade Sebastianópolis,COFCO,,SP,,,Açúcar e alcool,A,50
Unidade Tarumã,Raízen,,SP,,,Açúcar e alcool,A,50
UNIDATA AUTOMACAO LTDA,26.179.697/0001-01,31030-370,MG,Belo Horizonte,,O&M,c,61
UNILEVER BRASIL INDUSTRIAL LTDA,01.615.814/0068-00,55590-000,PE,Ipojuca,"RODOVIA PE-060, S/N",Alimentos e Bebidas,A,46
UNILEVER HIPERMARCAS,,,PE,,,Química,,46
UNILEVER KIBON,,,PE,,,Alimentos e Bebidas,,46
UNIPAR CARBOCLORO S/A,33.958.695/0006-82,11573-901,SP,Cubatão,"RODOVIA CONEGO DOMENICO RANGONI, S/N/KM 267,7",Química,A,68
USELIGAS INDUSTRIA E COMERCIO LTDA,05.166.746/0001-93,35502-285,MG,Divinópolis,,siderurgia,c,61
USIMEC SOLUÇÕES EM ENGENHARIA S/A,00.263.576/0001-41,96025-340,RS,Pelotas,"RUA SIQUEIRA CAMPOS, 275",O&M,C,71
"USIMINAS BETIM
Betim - MG",,,MG,Betim,,Siderurgia,b,61
"USIMINAS SANTA LUZIA
Santa Luzia - MG",,,MG,Santa Luzia,,Siderurgia,b,61
USIMINAS SIDERURGICAS DE MINAS GERAIS S/A,60.894.730/0025-82,35160-900,MG,Ipatinga,"AV PEDRO LINHARES GOMES, 5431",siderurgia,A+,58
USIMINAS TERMINAL PRIVATIVO DE USO MISTO DE PRAIA MOLE Vitória - ES,,,ES,,,Siderurgia,A,49
USINA AÇUCAREIRA ESTER S/A,60.892.098/0001-60,13150-970,SP,Cosmópolis,"CONJUNTO INDUSTRIAL USINA ESTER, S/N",Açúcar e alcool,A,51
USINA AÇUCAREIRA FURLAN S/A,56.723.257/0002-07,18702-310,SP,Avaré,"ROD CASTELO BRANCO, S/N/KM 254",Açúcar e alcool,A,51
USINA AÇUCAREIRA S. MANOEL S.A,60.329.174/0001-24,18650-000,SP,São Manuel,"FAZ. BOA VISTA, 127",Açúcar e alcool,A,51
USINA ALTO ALEGRE - Colorado,48.295.562/0014-50,86690-000,PR,Colorado,"FAZENDA JUNQUEIRA, S/N",Açúcar e alcool,A,52
USINA ALTO ALEGRE S/A - Florestópolis,48.295.562/0019-65,86165-000,PR,Florestópolis,"RODOVIA JOAO LUNARDELLI, S/N/PR 170 KM 54,3",Açúcar e alcool,A,52
USINA ALTO ALEGRE S/A - Santo Inácio,48.295.562/0018-84,86650-000,PR,Santo Inácio,"COLONIA ZACARIAS DE GOIS, S/N",Açúcar e alcool,A,52
USINA BIOSEV,,,RN,,,Açúcar e alcool,,47
USINA CAETE S.A.,12.282.034/0002-86,57240-000,AL,São Miguel dos Campos,"US CAETÉ, S/N",Açúcar e alcool,A,78
USINA CAETE S/A,12.282.034/0006-00,57030-000,AL,Maceió,"FAZ. CACHOEIRA DO MEIRIM, S/N",Açúcar e alcool,F,78
USINA CANABRAVA,12.475.957/0001-73,28175-000,RJ,Campos dos Goytacazes,"Rodovia RJ-224, S/N, Km 13, Bairro Travessão, ",Açúcar e alcool,A,73
USINA CERRADAO LTDA,08.056.257/0001-77,38200-000,MG,Frutal,"FAZENDA CERRADAO, S/N",Açúcar e alcool,a,96
USINA CURURIPE,,,AL,,,Açúcar e alcool,A,78
USINA DE ACUCAR SANTA TEREZINHA LTDA,75.717.355/0005-29,87103-000,PR,Maringá,"EST LOTE 246 - GLEBA CHAPECO, S/N",Açúcar e alcool,A,57
Usina de Funil,,,BA,Ubaitaba,,Energia (Hidro),,90
USINA ITAPAGIPE AÇUCAR E ALCOOL LTDA,06.059.962/0001-00,38240-000,MG,Itapagipe,"FAZ. AGUA AMARELA, S/N",Açúcar e alcool,b,96
USINA MONTE ALEGRE S/A,09.094.632/0002-17,58280-000,PB,Mamanguape,"FAZENDA MONTE ALEGRE, 01",,,90
USINA PETRIBU S/A,10.645.075/0001-83,55840-000,PE,Lagoa do Itaenga,"RODOVIA PAULO PETRIBU, S/N/KM 05",Açúcar e alcool,B,46
USINA SANTA FE S/A,45.281.813/0001-35,14920-000,SP,Nova Europa,"ESTRADA DA ANTIGA FAZENDA ITAQUERE, S/N",Açúcar e alcool,A,51
USINA SANTO ANTONIO,,,AL,,,Açúcar e alcool,B,78
USINA SAO FRANCISCO S/A,71.324.792/0001-06,14174-000,SP,Sertãozinho,"FAZENDA SÃO FRANCISCO, S/N/CAIXA POSTA 537",Açúcar e alcool,A,51
Usina São João,Grupo USJ,,SP,,,Açúcar e alcool,A,50
USINA SERRAGRANDE BRENAND ENERGIA,,,AL,,,Açúcar e alcool,,78
USINA TERMELETRICA NORTE FLUMINENSE,03.258.983/0002-30,27910-970,RJ,Macaé,"RODOVIA BR 101, KM 161, S/N",Energia (Termo),A,40
USINA UBERABA S/A,07.674.341/0001-91,38020-970,MG,Uberaba,"FAZENDA UBERABA, S/N/EST.MUNIC.304",Açúcar e alcool,c,96
USINAS SIDERURGICAS DE MINAS GERAIS S/A,60.894.730/0063-08,11573-900,SP,Cubatão,"RODOVIA DOMENICO RANGONI, S/N",Siderurgia,A+,68
USJ ACUCAR E ALCOOL S/A,44.209.336/0035-83,13600-970,SP,Araras,"RUA FAZENDA SÃO JOAO, S/N",Açúcar e alcool,A,104
USS GLOBAL - COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,19.799.199/0001-98,20080-005,RJ,Rio de Janeiro,"AVENIDA MARECHAL FLORIANO - DE 101 ATE 2, 199/GRP 802",Revenda,C,74
UTC ENGENHARIA S/A,44.023.661/0065-72,92420-060,RS,Canoas,"RUA CHILE, 61",O&M,C,71
CLIA PORTOS Macaé l,44.023.661/0051-77,27940-410,RJ,Macaé,"RUA EVALDO COSTA, 1103",EPC,A,73
CLIA PORTOS Macaé ll,44.023.661/0081-92,27963-844,RJ,Macaé,"ETR JOSE RECORDER, 315",EPC,A,73
CLIA PORTOS Niterói,44.023.661/0064-91,24110-200,RJ,Niterói,"RUA MONSENHOR RAEDER, 273",EPC,A,73
UTC OLEO E GAS - PROJETO TARTARUGA VERDE E MESTICA,44.023.661/0016-94,00000.000,RN,Mossoró,"ROD BR 304 KM 49,07, S/N",Óleo e Gás (Offshore),F,47
UTE SUAPE I E SUAPE II,,,PE,,,Energia (Termo),,46
UTINGAS ARMAZENADORA S/A,61.916.920/0005-72,83707-440,PR,Araucária,"RODOVIA DO XISTO, 1862/KM 16",Óleo e Gás (Transporte e Tancagem),C,57
V.V. MOREIRA LTDA - ME,07.943.653/0001-53,69094-130,AM,Manaus,"R PROFESSOR SEBASTIÃO MESTRINHO, 52/Q 112 ET 2 NC 3",Revenda,,56
VACUUM SERVICE LTDA - ME,07.070.769/0001-25,42739-160,BA,Lauro de Freitas,"RUA VEREADOR JONE KISS, 753/LT 19 QD K",O&M,B,70
VALCRON COM DE FERRAGENS E ACESS IND LTDA,91.836.494/0001-02,96085-000,RS,Pelotas,"AVENIDA FERREIRA VIANA, 826",Revenda,F,71
VALE  - MINA DO AZUL,,,PA,Canaã dos Carajás,,Mineração,,72
VALE CUBATAO FERTILIZANTES l,11.403.023/0002-44,11555-902,SP,Cubatão,"AVENIDA BERNARDO GEISEL FILHO, S/N",Fertilizantes,,68
VALE CUBATAO FERTILIZANTES ll,11.403.023/0003-25,11570-902,SP,Cubatão,"AVENIDA ENGENHEIRO PLINIO DE QUEIROZ, S/N",Fertilizantes,,68
VALE CUBATAO FERTILIZANTES lll,11.403.023/0004-06,11570-000,SP,Cubatão,"AVENIDA ENGENHEIRO PLINIO DE QUEIROZ, S/N",Fertilizantes,,68
VALE DO PARANA S/A ALCOOL E ACUCAR,05.938.884/0001-43,15380-000,SP,Suzanápolis,"RODOVIA DOS BARRAGEIROS SP 595, S/N/KM 84,8",Açúcar e alcool,A,50
VALE DOS VENTOS (SEDE),,,PE,Garanhuns,,Energia (Éolica),A+,46
VALE DOS VENTOS GERADORA EOLICA S/A,07.869.893/0001-55,58292-000,PB,Mataraca,"ROD PB 065, S/N/KM 23",,,55
Vale Ferrovia Centro-Atlântica (FCA),,,BA,Brumado,,Mineração,,90
VALE CUBATAO FERTILIZANTES IV,33.931.486/0003-00,11570-000,SP,Cubatão,"AVENIDA ENGENHEIRO PLINIO DE QUEIROZ, S/N",Fertilizantes,,68
VALE MANGANES ,15.144.306/0001-99,43700-000,BA,Simões Filho,"ROD. BR 324, S/N",MINERAÇÃO,A,70
VALE MANGANES ,15.144.306/0001-99,43700-000,BA,Simões Filho,"ROD. BR 324, S/N",MINERAÇÃO,A,70
VALE MANGANES ,15.144.306/0001-99,43700-000,BA,Simões Filho,"ROD. BR 324, S/N",MINERAÇÃO,A,70
Vale - Mina de Fabrica,,,MG,Itabirito,,mineração,A,61
Vale - Mina de Urucum,,,MS,Corumbá,,mineração,A,64
Vale Porto (PGC),,,MS,Corumbá,,Mineração,A,64
VALE - MUTUCA,33.592.510/0035-01,34019-899,MG,Nova Lima,,mineração,a,61
VALE - MINAS DO PICO,33.592.510/0034-12,34019-899,MG,Nova Lima,,mineração,a,61
VALE - MARIANA,33.592.510/0412-68,35420-000,MG,Mariana,"FAZ. ALEGRIA, S/N",mineração,b,58
VALE - Ouro Preto l,33.592.510/0007-40,35414-000,MG,Ouro Preto,"ROD BR 040, DIST DE MIGUEL BURNIER, S/N",mineração,a,58
VALE - Ouro Preto ll,33.592.510/0401-05,35400-000,MG,Ouro Preto,"EST DE FERRO VITORIA A MINAS, S/N",mineração,a,58
VALE - Rio Piracibaca,33.592.510/0413-49,35940-000,MG,Rio Piracicaba,"MINA DE MORRO AGUDO, S/N",mineração,B,58
VALE - São Luís,33.592.510/0378-21,65000-000,MA,São Luís,"AVE DOS PORTUGUESES, S/N",Mineração,,54
VALE - São Luís ll,33.592.510/0434-73,65085-582,MA,São Luís,"AVENIDA PORTUGUESES, S/N",Mineração,,54
VALE S/A - COMPLEXO MINERADOR DE S11D,33.592.510/0089-96,68537-000,PA,Canaã dos Carajás,"ESTRADA VICINAL VP-12, GLEBA CHICRIM, S/N",Mineração,A+,72
VALE S/A - Fundação Serra,33.592.510/0438-05,29160-415,ES,Serra,"AV NORTE-SUL, 1494",Mineração,A,49
VALE S/A - MINA DE COBRE DO SOSSEGO,33.592.510/0009-01,68537-000,PA,Canaã dos Carajás,"VILA DO SOSSEGO, S/N",Mineração,A+,72
VALE S/A - MINA DE FERRO CARAJÁS,33.592.510/0370-74,68516-000,PA,Parauapebas,"LOT AREA SERRA DOS CARAJAS, S/N",Mineração,A+,72
VALE S/A - ONÇA PUMA,33.592.510/0075-90,68390-000,PA,Ourilândia do Norte,"EST. VICINAL PICADAO, SN/KM 22 PARTE",Mineração,A,72
VALE S/A - Porto Madeira,33.592.510/0424-00,65085-582,MA,São Luís,"AVENIDA DOS PORTUGUESES, S/N",Mineração,A+,54
VALE S/A - Porto Mangarativa,33.592.510/0055-47,23860-000,RJ,Mangaratiba,"ILHA GUAIBA, S/N",Mineração,A+,39
VALE S/A - Porto Tubarão,33.592.510/0220-42,29072-970,ES,Vitória,"AV. DANTE MICHELINI, 5500",Mineração,A+,49
VALE S/A - SERRA LESTE,33.592.510/0451-74,68523-000,PA,Curionópolis,"AREA SERRA LESTE, KM 34, S/N",Mineração,C,72
VALE S/A - BRUCUTU,33.592.510/0447-98,35935-000,MG,São Gonçalo do Rio Abaixo,"ETC SERRA DO MACHADO, S/N",MINERAÇÃO,A+,58
VALE S/A - CAUE,,,MG,Itabira,,MINERAÇÃO,A+,58
VALE S/A - CONCEIÇÂO,33.592.510/0164-09,35900-900,MG,Itabira,"SERRA DO ESMERIL, S/N",MINERAÇÃO,A+,58
